group,subject,action,ann_start,ann_end,imu_start,imu_end,imu_ok,csv_path
subject6,subject6,checking_time,2021-11-19 13:41:22.071,2021-11-19 13:41:25.143,2021-11-19 13:41:22.073,2021-11-19 13:41:25.138,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6/subject6/checking_time/person6.subject6.checking_time.csv
subject6,subject6,waving_hand,2021-11-19 13:41:34.399,2021-11-19 13:41:36.379,2021-11-19 13:41:34.403,2021-11-19 13:41:36.373,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6/subject6/waving_hand/person6.subject6.waving_hand.csv
subject6,subject6,using_phone,2021-11-19 13:41:53.775,2021-11-19 13:41:57.015,2021-11-19 13:41:53.778,2021-11-19 13:41:57.013,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6/subject6/using_phone/person6.subject6.using_phone.csv
subject6,subject6,talking_on_phone,2021-11-19 13:42:05.600,2021-11-19 13:42:09.639,2021-11-19 13:42:05.601,2021-11-19 13:42:09.631,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6/subject6/talking_on_phone/person6.subject6.talking_on_phone.csv
subject6,subject6,kicking,2021-11-19 13:42:19.349,2021-11-19 13:42:22.367,2021-11-19 13:42:19.354,2021-11-19 13:42:22.359,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6/subject6/kicking/person6.subject6.kicking.csv
subject6,subject6,pointing,2021-11-19 13:42:31.167,2021-11-19 13:42:34.087,2021-11-19 13:42:31.176,2021-11-19 13:42:34.082,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6/subject6/pointing/person6.subject6.pointing.csv
subject6,subject6,throwing,2021-11-19 13:42:42.464,2021-11-19 13:42:44.935,2021-11-19 13:42:42.471,2021-11-19 13:42:44.929,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6/subject6/throwing/person6.subject6.throwing.csv
subject6,subject6,jumping,2021-11-19 13:42:53.488,2021-11-19 13:42:55.422,2021-11-19 13:42:53.497,2021-11-19 13:42:55.418,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6/subject6/jumping/person6.subject6.jumping.csv
subject6,subject6,setting_down,2021-11-19 13:43:08.521,2021-11-19 13:43:11.791,2021-11-19 13:43:08.524,2021-11-19 13:43:11.788,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6/subject6/setting_down/person6.subject6.setting_down.csv
subject6,subject6,talking,2021-11-19 13:43:21.623,2021-11-19 13:43:25.302,2021-11-19 13:43:21.631,2021-11-19 13:43:25.293,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6/subject6/talking/person6.subject6.talking.csv
subject6,subject6,carrying_heavy,2021-11-19 13:44:00.870,2021-11-19 13:44:08.231,2021-11-19 13:44:00.870,2021-11-19 13:44:08.224,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6/subject6/carrying_heavy/person6.subject6.carrying_heavy.csv
subject6,subject6,loitering,2021-11-19 13:44:41.560,2021-11-19 13:44:44.023,2021-11-19 13:44:41.563,2021-11-19 13:44:44.021,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6/subject6/loitering/person6.subject6.loitering.csv
subject6,subject6,transferring_object,2021-11-19 13:45:17.516,2021-11-19 13:45:24.335,2021-11-19 13:45:17.519,2021-11-19 13:45:24.326,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6/subject6/transferring_object/person6.subject6.transferring_object.csv
subject6,subject6,picking_up,2021-11-19 13:45:53.023,2021-11-19 13:45:57.231,2021-11-19 13:45:53.028,2021-11-19 13:45:57.227,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6/subject6/picking_up/person6.subject6.picking_up.csv
subject6,subject6,fall,2021-11-19 13:46:04.510,2021-11-19 13:46:07.239,2021-11-19 13:46:04.512,2021-11-19 13:46:07.239,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6/subject6/fall/person6.subject6.fall.csv
subject6_7_8,subject6,standing,2021-11-19 16:08:26.656,2021-11-19 16:08:32.290,2021-11-19 16:13:27.310,2021-11-19 16:13:35.550,False,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6_7_8/subject6/standing/person6_7_8.subject6.standing.csv
subject6_7_8,subject6,crouching,2021-11-19 16:08:51.089,2021-11-19 16:08:56.977,2021-11-19 16:13:50.230,2021-11-19 16:13:57.176,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6_7_8/subject6/crouching/person6_7_8.subject6.crouching.csv
subject6_7_8,subject6,walking,2021-11-19 16:09:13.225,2021-11-19 16:09:20.402,2021-11-19 16:14:09.776,2021-11-19 16:14:16.782,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6_7_8/subject6/walking/person6_7_8.subject6.walking.csv
subject6_7_8,subject6,running,2021-11-19 16:09:35.105,2021-11-19 16:09:41.800,2021-11-19 16:14:28.128,2021-11-19 16:14:36.080,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6_7_8/subject6/running/person6_7_8.subject6.running.csv
subject6_7_8,subject6,checking_time,2021-11-19 16:09:55.706,2021-11-19 16:10:03.408,2021-11-19 16:14:48.699,2021-11-19 16:14:59.597,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6_7_8/subject6/checking_time/person6_7_8.subject6.checking_time.csv
subject6_7_8,subject6,waving_hand,2021-11-19 16:10:19.183,2021-11-19 16:10:28.514,2021-11-19 16:08:37.284,2021-11-19 16:08:42.947,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6_7_8/subject6/waving_hand/person6_7_8.subject6.waving_hand.csv
subject6_7_8,subject6,using_phone,2021-11-19 16:10:42.665,2021-11-19 16:10:51.241,2021-11-19 16:08:52.392,2021-11-19 16:08:59.318,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6_7_8/subject6/using_phone/person6_7_8.subject6.using_phone.csv
subject6_7_8,subject6,talking_on_phone,2021-11-19 16:11:08.038,2021-11-19 16:11:15.376,2021-11-19 16:09:13.948,2021-11-19 16:09:20.566,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6_7_8/subject6/talking_on_phone/person6_7_8.subject6.talking_on_phone.csv
subject6_7_8,subject6,kicking,2021-11-19 16:11:33.744,2021-11-19 16:11:38.632,2021-11-19 16:09:29.513,2021-11-19 16:09:32.558,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6_7_8/subject6/kicking/person6_7_8.subject6.kicking.csv
subject6_7_8,subject6,pointing,2021-11-19 16:11:55.856,2021-11-19 16:12:01.730,2021-11-19 16:09:41.754,2021-11-19 16:09:47.148,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6_7_8/subject6/pointing/person6_7_8.subject6.pointing.csv
subject6_7_8,subject6,throwing,2021-11-19 16:12:14.464,2021-11-19 16:12:19.440,2021-11-19 16:09:53.488,2021-11-19 16:09:54.931,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6_7_8/subject6/throwing/person6_7_8.subject6.throwing.csv
subject6_7_8,subject6,jumping,2021-11-19 16:12:37.736,2021-11-19 16:12:40.681,2021-11-19 16:10:02.415,2021-11-19 16:10:04.027,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6_7_8/subject6/jumping/person6_7_8.subject6.jumping.csv
subject6_7_8,subject6,setting_down,2021-11-19 16:12:54.776,2021-11-19 16:13:00.697,2021-11-19 16:10:44.622,2021-11-19 16:10:48.623,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6_7_8/subject6/setting_down/person6_7_8.subject6.setting_down.csv
subject6_7_8,subject6,talking,2021-11-19 16:13:18.767,2021-11-19 16:13:27.953,2021-11-19 16:10:21.025,2021-11-19 16:10:29.793,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6_7_8/subject6/talking/person6_7_8.subject6.talking.csv
subject6_7_8,subject6,carrying_heavy,2021-11-19 16:13:59.009,2021-11-19 16:14:06.232,2021-11-19 16:11:19.504,2021-11-19 16:11:25.077,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6_7_8/subject6/carrying_heavy/person6_7_8.subject6.carrying_heavy.csv
subject6_7_8,subject6,loitering,2021-11-19 16:14:32.472,2021-11-19 16:14:40.032,2021-11-19 16:11:44.345,2021-11-19 16:11:52.267,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6_7_8/subject6/loitering/person6_7_8.subject6.loitering.csv
subject6_7_8,subject6,transferring_object,2021-11-19 16:15:12.137,2021-11-19 16:15:20.433,2021-11-19 16:12:25.775,2021-11-19 16:12:29.587,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6_7_8/subject6/transferring_object/person6_7_8.subject6.transferring_object.csv
subject6_7_8,subject6,picking_up,2021-11-19 16:15:46.088,2021-11-19 16:15:52.303,2021-11-19 16:12:53.622,2021-11-19 16:12:58.409,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6_7_8/subject6/picking_up/person6_7_8.subject6.picking_up.csv
subject6_7_8,subject6,fall,2021-11-19 16:16:07.577,2021-11-19 16:16:14.200,2021-11-19 16:13:12.023,2021-11-19 16:13:16.551,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6_7_8/subject6/fall/person6_7_8.subject6.fall.csv
subject6_7_8,subject7,standing,2021-11-19 16:08:40.185,2021-11-19 16:08:44.265,2021-11-19 16:13:27.317,2021-11-19 16:13:35.543,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6_7_8/subject7/standing/person6_7_8.subject7.standing.csv
subject6_7_8,subject7,crouching,2021-11-19 16:09:00.601,2021-11-19 16:09:06.570,2021-11-19 16:13:50.226,2021-11-19 16:13:57.184,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6_7_8/subject7/crouching/person6_7_8.subject7.crouching.csv
subject6_7_8,subject7,walking,2021-11-19 16:09:24.058,2021-11-19 16:09:28.952,2021-11-19 16:14:09.775,2021-11-19 16:14:16.774,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6_7_8/subject7/walking/person6_7_8.subject7.walking.csv
subject6_7_8,subject7,running,2021-11-19 16:09:45.434,2021-11-19 16:09:51.097,2021-11-19 16:14:28.127,2021-11-19 16:14:36.082,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6_7_8/subject7/running/person6_7_8.subject7.running.csv
subject6_7_8,subject7,checking_time,2021-11-19 16:10:08.977,2021-11-19 16:10:12.713,2021-11-19 16:14:48.692,2021-11-19 16:14:59.604,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6_7_8/subject7/checking_time/person6_7_8.subject7.checking_time.csv
subject6_7_8,subject7,waving_hand,2021-11-19 16:10:32.361,2021-11-19 16:10:36.350,2021-11-19 16:08:37.289,2021-11-19 16:08:42.941,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6_7_8/subject7/waving_hand/person6_7_8.subject7.waving_hand.csv
subject6_7_8,subject7,using_phone,2021-11-19 16:10:55.041,2021-11-19 16:11:01.785,2021-11-19 16:08:52.393,2021-11-19 16:08:59.322,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6_7_8/subject7/using_phone/person6_7_8.subject7.using_phone.csv
subject6_7_8,subject7,talking_on_phone,2021-11-19 16:11:19.039,2021-11-19 16:11:28.306,2021-11-19 16:09:13.943,2021-11-19 16:09:20.570,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6_7_8/subject7/talking_on_phone/person6_7_8.subject7.talking_on_phone.csv
subject6_7_8,subject7,kicking,2021-11-19 16:11:44.800,2021-11-19 16:11:49.088,2021-11-19 16:09:29.510,2021-11-19 16:09:32.557,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6_7_8/subject7/kicking/person6_7_8.subject7.kicking.csv
subject6_7_8,subject7,pointing,2021-11-19 16:12:05.609,2021-11-19 16:12:10.057,2021-11-19 16:09:41.758,2021-11-19 16:09:47.148,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6_7_8/subject7/pointing/person6_7_8.subject7.pointing.csv
subject6_7_8,subject7,throwing,2021-11-19 16:12:27.944,2021-11-19 16:12:31.616,2021-11-19 16:09:53.494,2021-11-19 16:09:54.922,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6_7_8/subject7/throwing/person6_7_8.subject7.throwing.csv
subject6_7_8,subject7,jumping,2021-11-19 16:12:46.767,2021-11-19 16:12:49.431,2021-11-19 16:10:02.413,2021-11-19 16:10:04.032,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6_7_8/subject7/jumping/person6_7_8.subject7.jumping.csv
subject6_7_8,subject7,setting_down,2021-11-19 16:13:05.808,2021-11-19 16:13:12.337,2021-11-19 16:10:44.629,2021-11-19 16:10:48.621,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6_7_8/subject7/setting_down/person6_7_8.subject7.setting_down.csv
subject6_7_8,subject7,talking,2021-11-19 16:13:32.610,2021-11-19 16:13:39.665,2021-11-19 16:10:21.017,2021-11-19 16:10:29.796,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6_7_8/subject7/talking/person6_7_8.subject7.talking.csv
subject6_7_8,subject7,carrying_heavy,2021-11-19 16:14:16.994,2021-11-19 16:14:23.969,2021-11-19 16:11:19.504,2021-11-19 16:11:25.085,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6_7_8/subject7/carrying_heavy/person6_7_8.subject7.carrying_heavy.csv
subject6_7_8,subject7,loitering,2021-11-19 16:14:46.377,2021-11-19 16:14:53.952,2021-11-19 16:11:44.352,2021-11-19 16:11:52.267,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6_7_8/subject7/loitering/person6_7_8.subject7.loitering.csv
subject6_7_8,subject7,transferring_object,2021-11-19 16:15:30.169,2021-11-19 16:15:37.133,2021-11-19 16:12:25.774,2021-11-19 16:12:29.585,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6_7_8/subject7/transferring_object/person6_7_8.subject7.transferring_object.csv
subject6_7_8,subject7,picking_up,2021-11-19 16:15:56.334,2021-11-19 16:16:00.881,2021-11-19 16:12:53.629,2021-11-19 16:12:58.406,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6_7_8/subject7/picking_up/person6_7_8.subject7.picking_up.csv
subject6_7_8,subject7,fall,2021-11-19 16:16:18.561,2021-11-19 16:16:23.177,2021-11-19 16:13:12.022,2021-11-19 16:13:16.547,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6_7_8/subject7/fall/person6_7_8.subject7.fall.csv
subject6_7_8,subject8,waving_hand,2021-11-19 16:08:37.281,2021-11-19 16:08:42.950,2021-11-19 16:08:37.282,2021-11-19 16:08:42.941,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6_7_8/subject8/waving_hand/person6_7_8.subject8.waving_hand.csv
subject6_7_8,subject8,using_phone,2021-11-19 16:08:52.387,2021-11-19 16:08:59.322,2021-11-19 16:08:52.396,2021-11-19 16:08:59.314,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6_7_8/subject8/using_phone/person6_7_8.subject8.using_phone.csv
subject6_7_8,subject8,talking_on_phone,2021-11-19 16:09:13.943,2021-11-19 16:09:20.574,2021-11-19 16:09:13.944,2021-11-19 16:09:20.570,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6_7_8/subject8/talking_on_phone/person6_7_8.subject8.talking_on_phone.csv
subject6_7_8,subject8,kicking,2021-11-19 16:09:29.506,2021-11-19 16:09:32.561,2021-11-19 16:09:29.512,2021-11-19 16:09:32.553,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6_7_8/subject8/kicking/person6_7_8.subject8.kicking.csv
subject6_7_8,subject8,pointing,2021-11-19 16:09:41.749,2021-11-19 16:09:47.152,2021-11-19 16:09:41.756,2021-11-19 16:09:47.143,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6_7_8/subject8/pointing/person6_7_8.subject8.pointing.csv
subject6_7_8,subject8,throwing,2021-11-19 16:09:53.486,2021-11-19 16:09:54.931,2021-11-19 16:09:53.487,2021-11-19 16:09:54.927,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6_7_8/subject8/throwing/person6_7_8.subject8.throwing.csv
subject6_7_8,subject8,jumping,2021-11-19 16:10:02.411,2021-11-19 16:10:04.033,2021-11-19 16:10:02.418,2021-11-19 16:10:04.030,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6_7_8/subject8/jumping/person6_7_8.subject8.jumping.csv
subject6_7_8,subject8,talking,2021-11-19 16:10:21.016,2021-11-19 16:10:29.796,2021-11-19 16:10:21.017,2021-11-19 16:10:29.787,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6_7_8/subject8/talking/person6_7_8.subject8.talking.csv
subject6_7_8,subject8,setting_down,2021-11-19 16:10:44.622,2021-11-19 16:10:48.627,2021-11-19 16:10:44.630,2021-11-19 16:10:48.627,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6_7_8/subject8/setting_down/person6_7_8.subject8.setting_down.csv
subject6_7_8,subject8,carrying_heavy,2021-11-19 16:11:19.500,2021-11-19 16:11:25.086,2021-11-19 16:11:19.501,2021-11-19 16:11:25.079,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6_7_8/subject8/carrying_heavy/person6_7_8.subject8.carrying_heavy.csv
subject6_7_8,subject8,loitering,2021-11-19 16:11:44.343,2021-11-19 16:11:52.275,2021-11-19 16:11:44.353,2021-11-19 16:11:52.267,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6_7_8/subject8/loitering/person6_7_8.subject8.loitering.csv
subject6_7_8,subject8,transferring_object,2021-11-19 16:12:25.773,2021-11-19 16:12:29.589,2021-11-19 16:12:25.779,2021-11-19 16:12:29.586,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6_7_8/subject8/transferring_object/person6_7_8.subject8.transferring_object.csv
subject6_7_8,subject8,picking_up,2021-11-19 16:12:53.621,2021-11-19 16:12:58.415,2021-11-19 16:12:53.622,2021-11-19 16:12:58.415,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6_7_8/subject8/picking_up/person6_7_8.subject8.picking_up.csv
subject6_7_8,subject8,fall,2021-11-19 16:13:12.019,2021-11-19 16:13:16.556,2021-11-19 16:13:12.019,2021-11-19 16:13:16.551,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6_7_8/subject8/fall/person6_7_8.subject8.fall.csv
subject6_7_8,subject8,standing,2021-11-19 16:13:27.310,2021-11-19 16:13:35.551,2021-11-19 16:13:27.315,2021-11-19 16:13:35.542,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6_7_8/subject8/standing/person6_7_8.subject8.standing.csv
subject6_7_8,subject8,crouching,2021-11-19 16:13:50.222,2021-11-19 16:13:57.185,2021-11-19 16:13:50.224,2021-11-19 16:13:57.182,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6_7_8/subject8/crouching/person6_7_8.subject8.crouching.csv
subject6_7_8,subject8,walking,2021-11-19 16:14:09.775,2021-11-19 16:14:16.782,2021-11-19 16:14:09.779,2021-11-19 16:14:16.778,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6_7_8/subject8/walking/person6_7_8.subject8.walking.csv
subject6_7_8,subject8,running,2021-11-19 16:14:28.127,2021-11-19 16:14:36.082,2021-11-19 16:14:28.136,2021-11-19 16:14:36.081,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6_7_8/subject8/running/person6_7_8.subject8.running.csv
subject6_7_8,subject8,checking_time,2021-11-19 16:14:48.692,2021-11-19 16:14:59.604,2021-11-19 16:14:48.699,2021-11-19 16:14:59.604,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person6_7_8/subject8/checking_time/person6_7_8.subject8.checking_time.csv
subject7,subject7,standing,2021-11-19 13:50:05.816,2021-11-19 13:50:08.207,2021-11-19 13:50:05.824,2021-11-19 13:50:08.202,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person7/subject7/standing/person7.subject7.standing.csv
subject7,subject7,crouching,2021-11-19 13:50:15.902,2021-11-19 13:50:18.999,2021-11-19 13:50:15.905,2021-11-19 13:50:18.990,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person7/subject7/crouching/person7.subject7.crouching.csv
subject7,subject7,walking,2021-11-19 13:50:26.494,2021-11-19 13:50:29.390,2021-11-19 13:50:26.494,2021-11-19 13:50:29.390,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person7/subject7/walking/person7.subject7.walking.csv
subject7,subject7,running,2021-11-19 13:50:36.900,2021-11-19 13:50:39.072,2021-11-19 13:50:36.904,2021-11-19 13:50:39.064,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person7/subject7/running/person7.subject7.running.csv
subject7,subject7,checking_time,2021-11-19 13:50:46.271,2021-11-19 13:50:48.887,2021-11-19 13:50:46.279,2021-11-19 13:50:48.887,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person7/subject7/checking_time/person7.subject7.checking_time.csv
subject7,subject7,waving_hand,2021-11-19 13:50:59.903,2021-11-19 13:51:02.487,2021-11-19 13:50:59.904,2021-11-19 13:51:02.481,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person7/subject7/waving_hand/person7.subject7.waving_hand.csv
subject7,subject7,using_phone,2021-11-19 13:51:11.608,2021-11-19 13:51:16.591,2021-11-19 13:51:11.608,2021-11-19 13:51:16.584,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person7/subject7/using_phone/person7.subject7.using_phone.csv
subject7,subject7,talking_on_phone,2021-11-19 13:51:24.807,2021-11-19 13:51:31.151,2021-11-19 13:51:24.814,2021-11-19 13:51:31.144,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person7/subject7/talking_on_phone/person7.subject7.talking_on_phone.csv
subject7,subject7,kicking,2021-11-19 13:51:36.471,2021-11-19 13:51:38.775,2021-11-19 13:51:36.478,2021-11-19 13:51:38.767,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person7/subject7/kicking/person7.subject7.kicking.csv
subject7,subject7,pointing,2021-11-19 13:51:46.216,2021-11-19 13:51:49.486,2021-11-19 13:51:46.222,2021-11-19 13:51:49.486,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person7/subject7/pointing/person7.subject7.pointing.csv
subject7,subject7,throwing,2021-11-19 13:51:56.975,2021-11-19 13:51:59.463,2021-11-19 13:51:56.980,2021-11-19 13:51:59.458,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person7/subject7/throwing/person7.subject7.throwing.csv
subject7,subject7,jumping,2021-11-19 13:52:05.302,2021-11-19 13:52:06.734,2021-11-19 13:52:05.310,2021-11-19 13:52:06.733,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person7/subject7/jumping/person7.subject7.jumping.csv
subject7,subject7,setting_down,2021-11-19 13:52:15.065,2021-11-19 13:52:18.427,2021-11-19 13:52:15.073,2021-11-19 13:52:18.427,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person7/subject7/setting_down/person7.subject7.setting_down.csv
subject7,subject7,talking,2021-11-19 13:52:28.064,2021-11-19 13:52:31.798,2021-11-19 13:52:28.071,2021-11-19 13:52:31.793,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person7/subject7/talking/person7.subject7.talking.csv
subject7,subject7,carrying_heavy,2021-11-19 13:52:55.486,2021-11-19 13:52:59.462,2021-11-19 13:52:55.490,2021-11-19 13:52:59.461,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person7/subject7/carrying_heavy/person7.subject7.carrying_heavy.csv
subject7,subject7,loitering,2021-11-19 13:53:21.847,2021-11-19 13:53:25.398,2021-11-19 13:53:21.854,2021-11-19 13:53:25.397,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person7/subject7/loitering/person7.subject7.loitering.csv
subject7,subject7,transferring_object,2021-11-19 13:53:59.622,2021-11-19 13:54:02.758,2021-11-19 13:53:59.623,2021-11-19 13:54:02.758,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person7/subject7/transferring_object/person7.subject7.transferring_object.csv
subject7,subject7,picking_up,2021-11-19 13:54:25.446,2021-11-19 13:54:27.686,2021-11-19 13:54:25.450,2021-11-19 13:54:27.679,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person7/subject7/picking_up/person7.subject7.picking_up.csv
subject7,subject7,fall,2021-11-19 13:54:37.070,2021-11-19 13:54:39.263,2021-11-19 13:54:37.074,2021-11-19 13:54:39.254,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person7/subject7/fall/person7.subject7.fall.csv
subject8,subject8,standing,2021-11-19 13:57:46.655,2021-11-19 13:57:49.229,2021-11-19 13:57:46.662,2021-11-19 13:57:49.220,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person8/subject8/standing/person8.subject8.standing.csv
subject8,subject8,crouching,2021-11-19 13:57:56.878,2021-11-19 13:58:05.431,2021-11-19 13:57:56.883,2021-11-19 13:58:05.422,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person8/subject8/crouching/person8.subject8.crouching.csv
subject8,subject8,walking,2021-11-19 13:58:16.325,2021-11-19 13:58:20.421,2021-11-19 13:58:16.330,2021-11-19 13:58:20.420,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person8/subject8/walking/person8.subject8.walking.csv
